2024-06-19 08:59:15,731 [myid:] - INFO  [main:o.a.z.s.q.QuorumPeerConfig@177] - Reading configuration from: /home/cinderella/apache-zookeeper-3.8.4-bin/bin/../conf/zoo.cfg
2024-06-19 08:59:15,737 [myid:] - INFO  [main:o.a.z.s.q.QuorumPeerConfig@440] - clientPortAddress is 0.0.0.0:2181
2024-06-19 08:59:15,739 [myid:] - INFO  [main:o.a.z.s.q.QuorumPeerConfig@444] - secureClientPort is not set
2024-06-19 08:59:15,739 [myid:] - INFO  [main:o.a.z.s.q.QuorumPeerConfig@460] - observerMasterPort is not set
2024-06-19 08:59:15,739 [myid:] - INFO  [main:o.a.z.s.q.QuorumPeerConfig@477] - metricsProvider.className is org.apache.zookeeper.metrics.impl.DefaultMetricsProvider
2024-06-19 08:59:15,743 [myid:] - INFO  [main:o.a.z.s.DatadirCleanupManager@78] - autopurge.snapRetainCount set to 3
2024-06-19 08:59:15,743 [myid:] - INFO  [main:o.a.z.s.DatadirCleanupManager@79] - autopurge.purgeInterval set to 0
2024-06-19 08:59:15,744 [myid:] - INFO  [main:o.a.z.s.DatadirCleanupManager@101] - Purge task is not scheduled.
2024-06-19 08:59:15,744 [myid:] - WARN  [main:o.a.z.s.q.QuorumPeerMain@139] - Either no config or no quorum defined in config, running in standalone mode
2024-06-19 08:59:15,746 [myid:] - INFO  [main:o.a.z.j.ManagedUtil@46] - Log4j 1.2 jmx support not found; jmx disabled.
2024-06-19 08:59:15,747 [myid:] - INFO  [main:o.a.z.s.q.QuorumPeerConfig@177] - Reading configuration from: /home/cinderella/apache-zookeeper-3.8.4-bin/bin/../conf/zoo.cfg
2024-06-19 08:59:15,748 [myid:] - INFO  [main:o.a.z.s.q.QuorumPeerConfig@440] - clientPortAddress is 0.0.0.0:2181
2024-06-19 08:59:15,749 [myid:] - INFO  [main:o.a.z.s.q.QuorumPeerConfig@444] - secureClientPort is not set
2024-06-19 08:59:15,749 [myid:] - INFO  [main:o.a.z.s.q.QuorumPeerConfig@460] - observerMasterPort is not set
2024-06-19 08:59:15,749 [myid:] - INFO  [main:o.a.z.s.q.QuorumPeerConfig@477] - metricsProvider.className is org.apache.zookeeper.metrics.impl.DefaultMetricsProvider
2024-06-19 08:59:15,749 [myid:] - INFO  [main:o.a.z.s.ZooKeeperServerMain@123] - Starting server
2024-06-19 08:59:15,770 [myid:] - INFO  [main:o.a.z.s.ServerMetrics@64] - ServerMetrics initialized with provider org.apache.zookeeper.metrics.impl.DefaultMetricsProvider@34a3d150
2024-06-19 08:59:15,775 [myid:] - INFO  [main:o.a.z.s.a.DigestAuthenticationProvider@47] - ACL digest algorithm is: SHA1
2024-06-19 08:59:15,775 [myid:] - INFO  [main:o.a.z.s.a.DigestAuthenticationProvider@61] - zookeeper.DigestAuthenticationProvider.enabled = true
2024-06-19 08:59:15,779 [myid:] - INFO  [main:o.a.z.s.p.FileTxnSnapLog@124] - zookeeper.snapshot.trust.empty : false
2024-06-19 08:59:15,794 [myid:] - INFO  [main:o.a.z.ZookeeperBanner@42] - 
2024-06-19 08:59:15,794 [myid:] - INFO  [main:o.a.z.ZookeeperBanner@42] -   ______                  _                                          
2024-06-19 08:59:15,794 [myid:] - INFO  [main:o.a.z.ZookeeperBanner@42] -  |___  /                 | |                                         
2024-06-19 08:59:15,794 [myid:] - INFO  [main:o.a.z.ZookeeperBanner@42] -     / /    ___     ___   | | __   ___    ___   _ __     ___   _ __   
2024-06-19 08:59:15,794 [myid:] - INFO  [main:o.a.z.ZookeeperBanner@42] -    / /    / _ \   / _ \  | |/ /  / _ \  / _ \ | '_ \   / _ \ | '__|
2024-06-19 08:59:15,795 [myid:] - INFO  [main:o.a.z.ZookeeperBanner@42] -   / /__  | (_) | | (_) | |   <  |  __/ |  __/ | |_) | |  __/ | |    
2024-06-19 08:59:15,795 [myid:] - INFO  [main:o.a.z.ZookeeperBanner@42] -  /_____|  \___/   \___/  |_|\_\  \___|  \___| | .__/   \___| |_|
2024-06-19 08:59:15,795 [myid:] - INFO  [main:o.a.z.ZookeeperBanner@42] -                                               | |                     
2024-06-19 08:59:15,795 [myid:] - INFO  [main:o.a.z.ZookeeperBanner@42] -                                               |_|                     
2024-06-19 08:59:15,795 [myid:] - INFO  [main:o.a.z.ZookeeperBanner@42] - 
2024-06-19 08:59:15,799 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:zookeeper.version=3.8.4-9316c2a7a97e1666d8f4593f34dd6fc36ecc436c, built on 2024-02-12 22:16 UTC
2024-06-19 08:59:15,799 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:host.name=DESKTOP-T8TM2LM.
2024-06-19 08:59:15,799 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:java.version=19.0.2
2024-06-19 08:59:15,799 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:java.vendor=Private Build
2024-06-19 08:59:15,799 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:java.home=/usr/lib/jvm/java-19-openjdk-amd64
